DATE,RF,SMB,HML,MktRF
193406,0.00000000,-0.02441664,-0.02494540,0.02701633
193407,0.00000000,-0.07962576,-0.11732249,-0.10928007
193408,0.00000000,0.05091730,0.00375362,0.05597244
193409,0.00000000,-0.01710891,-0.01058493,-0.00225449
193410,0.00000000,0.01066120,-0.04832647,-0.01676713
193411,0.00000000,0.06049309,-0.01786577,0.08315189
193412,0.00000000,0.03267191,-0.03029079,0.00383853
193501,0.00000000,0.01117689,-0.01747624,-0.03446402
193502,0.00000000,0.00330524,-0.07463995,-0.01961918
193503,0.00000000,-0.03730759,-0.05035208,-0.03711299
193504,0.00000000,-0.01649054,0.04263072,0.09058771
193505,0.00000000,-0.03302329,0.02808586,0.03490450
193506,0.00000000,-0.02503792,-0.01372513,0.05940755
193507,0.00000000,0.01867433,0.06097759,0.07573363
193508,0.00000000,0.05693578,0.06214162,0.02654774
193509,0.00000000,0.01496490,-0.03843173,0.02628788
193510,0.00000000,0.02548753,-0.02030879,0.07018429
193511,0.00000000,0.04320410,0.11815270,0.04868756
193512,0.00000000,0.00039489,0.00884563,0.04565769
193601,0.00000000,0.05127114,0.10351529,0.06895359
193602,0.00000000,0.00758592,0.04379421,0.02492490
193603,0.00000000,0.00711691,-0.01455634,0.00965982
193604,0.00000000,-0.06554138,-0.02151114,-0.08156352
193605,0.00000000,0.00818275,0.02542314,0.05205196
193606,0.00000000,-0.03233292,-0.01064368,0.02407342
193607,0.00000000,0.00998134,0.02418935,0.06668550
193608,0.00000000,0.00551288,0.03866300,0.00959600
193609,0.00000000,0.03053797,0.00979501,0.00982239
193610,0.00000000,-0.02211689,0.02416166,0.07123231
193611,0.00000000,0.08557464,-0.01193353,0.03300370
193612,0.00000000,0.03854437,0.04147689,0.00185668
193701,0.00000000,0.04376992,0.02655738,0.03368892
193702,0.00000000,0.00656519,0.04269363,0.01090430
193703,0.00000000,-0.00105516,0.09142464,-0.00216161
193704,0.00000000,-0.04026967,-0.03668878,-0.07324166
193705,0.00000000,-0.00708336,-0.03351626,-0.00830955
193706,0.00000000,-0.04091322,-0.03218240,-0.04214246
193707,0.00000000,0.00797989,0.00825704,0.08931436
193708,0.00000000,0.00465799,-0.02362976,-0.04855457
193709,0.00000000,-0.07917220,-0.04964865,-0.13636552
193710,0.00000000,0.01365940,-0.00896086,-0.09577313
193711,0.00000000,-0.04112951,0.00450385,-0.08309547
193712,0.00000000,-0.08297683,-0.00240959,-0.04301680
193801,0.00000000,0.04801834,-0.01383560,0.00487068
193802,0.00000000,0.00213575,-0.01772634,0.05876790
193803,0.00000000,-0.05682445,-0.04669830,-0.23931503
193804,0.00000000,0.05518455,0.00519586,0.14457146
193805,0.00000000,-0.02829080,-0.00147289,-0.03858561
193806,0.00000000,0.03244634,0.00410497,0.23911439
193807,0.00000000,0.06184043,0.02291602,0.07326354
193808,0.00000000,-0.02493984,-0.04733315,-0.02681801
193809,0.00000000,-0.02405082,-0.00991478,0.00813336
193810,0.00000000,0.05318720,0.04759777,0.07810452
193811,0.00000000,-0.02644704,-0.01089188,-0.01756798
193812,0.00000000,-0.01642789,0.00601163,0.04176523
193901,0.00000000,-0.01637748,-0.03898309,-0.05977036
193902,0.00000000,0.00574801,0.02920158,0.03516123
193903,0.00000000,-0.05163875,-0.09170074,-0.12036170
193904,0.00000000,0.01904834,0.00020335,-0.00176672
193905,0.00000000,0.02543285,0.00574300,0.06817590
193906,0.00000000,-0.01140458,-0.05495668,-0.05355806
193907,0.00000000,0.03810111,0.00218931,0.10228475
193908,0.00000000,-0.04738055,-0.02627016,-0.06693952
193909,0.00000000,0.18262082,0.18990309,0.16903334
193910,0.00000000,-0.00011160,-0.04722785,-0.00546055
193911,0.00000000,-0.05359119,-0.06640383,-0.03653944
193912,0.00000000,0.00947287,-0.03975772,0.02964651
194001,0.00000000,0.00294199,-0.00774685,-0.02404706
194002,0.00000000,0.02522108,-0.00291248,0.01455592
194003,0.00000000,0.01283118,-0.01229482,0.02084477
194004,0.00000000,0.04038095,-0.00164034,0.00231596
194005,0.00000000,-0.07367735,-0.04749103,-0.21991435
194006,0.00000000,-0.01896961,0.04708084,0.06670508
194007,0.00000000,0.00943904,-0.00701612,0.03159874
194008,0.00000000,-0.00170741,0.00603947,0.02226174
194009,0.00000000,0.03219070,-0.00987894,0.02417601
194010,0.00000000,0.00377635,0.04599769,0.03037712
194011,0.00000000,0.02037283,0.00404209,-0.01610746
194012,0.00000000,-0.02128745,-0.00902939,0.00694984
194101,0.00000000,0.01017932,0.04060957,-0.04185234
194102,0.00000000,-0.01509024,0.00974066,-0.01446729
194103,0.00000000,0.00071440,0.03042489,0.00853322
194104,0.00000000,-0.01757534,0.03717725,-0.05442046
194105,0.00000000,-0.00648449,0.00649944,0.01334295
194106,0.00000000,0.01238392,0.00574520,0.05830595
194107,0.00000000,0.05375366,0.06781866,0.05851013
194108,0.00000000,-0.00430395,-0.01096677,-0.00153656
194109,0.00000000,-0.00981762,-0.00252316,-0.00871480
194110,0.00000000,-0.02090643,0.01755831,-0.05267553
194111,0.00000000,-0.01123767,-0.00589225,-0.01946694
194112,0.00000000,-0.02817825,-0.06003395,-0.04894431
194201,0.00000000,0.07340245,0.10020517,0.00801566
194202,0.00000000,0.01734932,-0.01075434,-0.02464352
194203,0.00000000,0.01885913,-0.00601865,-0.06601448
194204,0.00000000,-0.00505347,0.02251215,-0.04363500
194205,0.00000000,-0.03065391,-0.02525822,0.05956201
194206,0.00000000,-0.01266214,0.00426489,0.02693995
194207,0.00000000,-0.00173276,0.02397947,0.03502567
194208,0.00000000,-0.00058638,0.01318694,0.01796244
194209,0.00000000,0.00606421,0.02330465,0.02638102
194210,0.00000000,0.01560923,0.06122861,0.06806214
194211,0.00000000,-0.01417932,-0.04223277,0.00148125
194212,0.00000000,-0.02410233,0.00584370,0.05144935
194301,0.00000000,0.08097389,0.07515901,0.07116378
194302,0.00000000,0.04535561,0.06151128,0.06155567
194303,0.00000000,0.04820188,0.05241340,0.06056444
194304,0.00000000,0.02147300,0.06092579,0.00807101
194305,0.00000000,0.04251792,0.03138206,0.05750477
194306,0.00000000,-0.00929932,-0.00661416,0.01844951
194307,0.00000000,-0.02410218,-0.02235459,-0.04793383
194308,0.00000000,-0.00661224,-0.00403627,0.01313092
194309,0.00000000,0.01278383,0.01445925,0.02405101
194310,0.00000000,0.00604948,0.01754164,-0.01172818
194311,0.00000000,-0.01551522,-0.04050015,-0.05922292
194312,0.00000000,0.02921564,0.02755817,0.06352229
194401,0.00000000,0.02563298,0.02301221,0.01730778
194402,0.00000000,-0.00065405,0.00885218,0.00354181
194403,0.00000000,0.01602968,0.03326086,0.02472252
194404,0.00000000,-0.01308795,-0.01018223,-0.01674721
194405,0.00000000,0.01599094,0.01006098,0.05090158
194406,0.00000000,0.03906280,0.01823314,0.05497618
194407,0.00000000,0.00638480,-0.00352117,-0.01488039
194408,0.00000000,0.02347580,-0.01373639,0.01560591
194409,0.00000000,0.00519939,-0.01115037,0.00012684
194410,0.00000000,-0.00165094,-0.00328475,0.00166383
194411,0.00000000,0.00355512,0.02376449,0.01718129
194412,0.00000000,0.02126534,0.05700882,0.04056249
194501,0.00000000,0.02412191,0.00726746,0.02014452
194502,0.00000000,0.01545856,0.04195258,0.06220366
194503,0.00000000,-0.01636042,-0.01564194,-0.03931685
194504,0.00000000,0.00466609,0.02940471,0.07782573
194505,0.00000000,0.01503514,0.00354186,0.01710916
194506,0.00000000,0.03146652,0.04263298,0.00366653
194507,0.00000000,-0.01456838,-0.02720994,-0.02177518
194508,0.00000000,0.01545832,-0.04003593,0.06211486
194509,0.00000000,0.01678474,0.00453367,0.04770336
194510,0.00000000,0.02289795,0.02117130,0.03882371
194511,0.00000000,0.04021338,0.04217294,0.05390243
194512,0.00000000,0.02216180,-0.02261162,0.01201855
194601,0.00000000,0.03781627,0.02148286,0.06252679
194602,0.00000000,-0.00614497,-0.01282389,-0.05825069
194603,0.00000000,0.00327495,-0.00305822,0.05895935
194604,0.00000000,0.02278604,0.00424659,0.04247811
194605,0.00000000,0.01420613,0.01062581,0.03945819
194606,0.00000000,-0.01614782,-0.00526029,-0.03910385
194607,0.00000000,-0.01895962,0.00053289,-0.02669130
194608,0.00000000,-0.01910422,0.00647566,-0.06462833
194609,0.00000000,-0.04574221,-0.02007883,-0.10166873
194610,0.00000000,0.00261877,0.03597649,-0.01431410
194611,0.00000000,-0.00352767,0.01586139,-0.00023858
194612,0.00000000,0.00042933,-0.01325781,0.04957053
194701,0.00000000,0.02251993,-0.00732727,0.01275498
194702,0.00000000,0.00723053,0.00157063,-0.01086258
194703,0.00000000,-0.01606390,0.00649507,-0.01677328
194704,0.00000000,-0.04089153,0.00907679,-0.04801400
194705,0.00000000,-0.03270316,0.00370291,-0.00947015
194706,0.00000000,-0.00290614,-0.00574934,0.05280724
194707,0.00000000,0.01464535,0.02703869,0.04135387
194708,0.00000000,0.00346099,0.00197385,-0.01722444
194709,0.00000000,0.01627378,0.01396539,-0.00532670
194710,0.00000000,0.00517604,0.00165016,0.02469857
194711,0.00000000,-0.01702253,0.01119551,-0.01995348
194712,0.00000000,-0.02368946,0.03731242,0.03024091
194801,0.00000000,0.02625809,0.01456146,-0.03918712
194802,0.00000000,-0.01734321,0.00125061,-0.04363101
194803,0.00000000,0.00139822,0.04274533,0.08085850
194804,0.00000000,-0.01546433,0.04037851,0.03633470
194805,0.00000000,0.00810030,-0.01169526,0.07326206
194806,0.00000000,-0.01764947,0.02966725,-0.00105393
194807,0.00000000,-0.00436309,0.00191210,-0.05090318
194808,0.00000000,-0.01143470,0.00328493,0.00254759
194809,0.00000000,-0.01339544,-0.01734927,-0.02982934
194810,0.00000000,-0.01394272,0.00578326,0.05969008
194811,0.00000000,-0.00636339,-0.04382713,-0.09333358
194812,0.00000000,-0.02758563,-0.01850646,0.03265684
194901,0.00000000,0.01736442,0.01237517,0.00237400
194902,0.00000000,-0.01955801,-0.00879338,-0.02898082
194903,0.00000000,0.02363121,0.01257088,0.04055768
194904,0.00000000,-0.00929287,-0.01122034,-0.01852024
194905,0.00000000,-0.00812388,-0.02406896,-0.02971915
194906,0.00000000,-0.00842990,-0.01613346,0.00113919
194907,0.00000000,0.00519542,0.00378608,0.05547377
194908,0.00000000,0.00112220,-0.00549663,0.02585621
194909,0.00000000,0.01009487,0.00267227,0.03089136
194910,0.00000000,0.01029515,-0.00438965,0.03141012
194911,0.00000000,-0.00931795,-0.00856057,0.01829858
194912,0.00000000,0.01962820,0.01667742,0.05124942
195001,0.00000000,0.03336180,0.00248436,0.01684050
195002,0.00000000,0.00025824,-0.00768689,0.01486319
195003,0.00000000,-0.01417052,-0.02719560,0.01249681
195004,0.00000000,0.01951886,0.01289707,0.03936560
195005,0.00000000,-0.02054326,0.00448541,0.04321028
195006,0.00000000,-0.02526217,-0.00711059,-0.05934784
195007,0.00000000,0.00618288,0.13811904,0.01354278
195008,0.00000000,0.00717393,-0.01309971,0.04850786
195009,0.00200190,0.00546790,-0.01010204,0.04826834
195010,0.00000000,-0.00674539,0.01421328,-0.00190240
195011,0.00000000,-0.00881186,0.03238668,0.02753191
195012,0.00000000,0.01491722,0.07175919,0.05553693
195101,0.00000000,0.01634180,0.03629875,0.05699255
195102,0.00000000,0.00167103,-0.02724727,0.01416812
195103,0.00000000,-0.00673244,-0.04245250,-0.02153807
195104,0.00250300,-0.01443124,0.03182560,0.04865534
195105,0.00000000,-0.00115527,-0.01401819,-0.02341171
195106,0.00210210,-0.02014972,-0.04028821,-0.02621623
195107,0.00210210,-0.01921842,0.01906693,0.06938220
195108,0.00230253,0.00891011,-0.00151198,0.04297315
195109,0.00190171,0.01852691,0.00616495,0.00677017
195110,0.00260325,-0.00247358,0.00218554,-0.02538570
195111,0.00000000,-0.00362835,-0.00074649,0.00584283
195112,0.00000000,-0.02170788,-0.01496025,0.03328932
195201,0.00260325,-0.00644146,0.01484941,0.01422469
195202,0.00230253,0.00839014,-0.00643378,-0.02643382
195203,0.00000000,-0.02866246,0.02194544,0.04435257
195204,0.00000000,0.00475084,-0.00039201,-0.04956663
195205,0.00250300,-0.00999099,0.00034648,0.03208739
195206,0.00210210,-0.01579878,0.01230586,0.03821537
195207,0.00220231,-0.00382566,-0.00304246,0.00913454
195208,0.00210210,0.01134725,0.00087802,-0.00767861
195209,0.00210210,0.01112937,-0.01403986,-0.02027096
195210,0.00220231,-0.01058415,-0.00511852,-0.00655275
195211,0.00170136,-0.00681628,0.00948577,0.05968868
195212,0.00220231,-0.01484212,0.00164391,0.02924361
195301,0.00210210,0.03534578,0.01273341,-0.00334148
195302,0.00180153,0.02210956,-0.00046071,-0.00244078
195303,0.00220231,-0.00182787,-0.00822018,-0.01440706
195304,0.00210210,0.00245280,0.01595118,-0.02807430
195305,0.00210210,-0.00062252,0.00274966,0.00511297
195306,0.00220231,-0.01947098,-0.00493450,-0.01884180
195307,0.00230253,-0.01067733,-0.00164377,0.02396038
195308,0.00210210,0.00387598,-0.03649810,-0.04554408
195309,0.00210210,-0.00873331,-0.02385295,0.00196351
195310,0.00210210,-0.01304346,-0.00167103,0.04588186
195311,0.00000000,-0.01286647,-0.00153894,0.02834817
195312,0.00220231,-0.00869830,-0.02817158,0.00012589
195401,0.00200190,0.00475686,0.03318783,0.05135197
195402,0.00000000,-0.00202191,-0.00261768,0.01678120
195403,0.00000000,-0.00491689,-0.01405583,0.03689223
195404,0.00000000,-0.03349622,-0.00358319,0.04272210
195405,0.00000000,0.00388272,0.02381816,0.03115417
195406,0.00000000,0.00331801,0.00041666,0.01098528
195407,0.00000000,0.00978177,0.03921042,0.04978538
195408,0.00000000,0.02748368,-0.01413711,-0.02352844
195409,0.00000000,-0.02426377,0.00639207,0.06393392
195410,0.00000000,0.00587841,0.00653034,-0.01665665
195411,0.00000000,-0.02379754,0.04086795,0.09427472
195412,0.00000000,0.02042460,0.05413487,0.05479685
195501,0.00000000,0.00155825,0.02196382,0.00603264
195502,0.00000000,0.01481652,0.00574856,0.03011563
195503,0.00000000,-0.00627162,0.01991481,-0.00136451
195504,0.00200190,-0.01691844,0.00718802,0.03106857
195505,0.00210210,-0.00264211,-0.00892234,0.00952838
195506,0.00000000,-0.04306316,0.01767700,0.06533533
195507,0.00000000,-0.01234896,0.00387229,0.01899137
195508,0.00230253,-0.00423191,0.00698814,0.00213751
195509,0.00210210,0.00253678,-0.01013559,-0.00383346
195510,0.00210210,0.01455149,-0.00123911,-0.02655449
195511,0.00200190,-0.02059200,0.00251793,0.07040051
195512,0.00210210,0.01963100,-0.02113068,0.01505812
195601,0.00210210,0.00514815,0.00890557,-0.03024829
195602,0.00200190,-0.00941163,-0.00435249,0.03785945
195603,0.00210210,-0.02016342,-0.00444021,0.06629686
195604,0.00210210,-0.00078819,-0.00176931,0.00274827
195605,0.00220231,0.01596420,-0.01418537,-0.05179526
195606,0.00210210,-0.01505400,-0.01027337,0.03454082
195607,0.00210210,-0.01600469,-0.00102521,0.04783448
195608,0.00230253,0.01924279,-0.00722565,-0.03176503
195609,0.00190171,0.01657191,0.01826630,-0.05166662
195610,0.00230253,-0.00136043,-0.00087680,0.00517868
195611,0.00200190,-0.00264773,0.01738151,0.00343531
195612,0.00190171,-0.00010486,-0.02098260,0.03159322
195701,0.00220231,0.03448134,0.02891770,-0.03558449
195702,0.00190171,-0.00790521,-0.00642696,-0.02048025
195703,0.00210210,0.00305622,-0.00531137,0.02106389
195704,0.00210210,-0.01502152,-0.01405727,0.04243933
195705,0.00220231,-0.01038917,-0.01976910,0.03457847
195706,0.00200190,0.00597321,-0.00055311,-0.00754275
195707,0.00220231,-0.00832221,0.00472779,0.00657240
195708,0.00220231,0.00011746,-0.00522039,-0.05114539
195709,0.00200190,0.00051411,0.00969787,-0.05986337
195710,0.00230253,-0.02551524,-0.02098788,-0.04279002
195711,0.00190171,0.00336408,-0.02886021,0.02342066
195712,0.00210210,-0.00945583,-0.01828891,-0.03921127
195801,0.00220231,0.04056621,0.04142940,0.04646681
195802,0.00200190,0.00756373,0.00237724,-0.01530409
195803,0.00000000,0.00636862,-0.01019984,0.03247773
195804,0.00000000,-0.00693195,0.01581546,0.03082112
195805,0.00210210,0.02106762,-0.00173856,0.02327338
195806,0.00000000,-0.00142634,0.00285195,0.02931663
195807,0.00000000,0.00434020,0.02963456,0.04383290
195808,0.00000000,0.01132456,0.00340437,0.01910702
195809,0.00210210,0.00073120,0.02705259,0.04652554
195810,0.00230253,0.01018694,-0.01085749,0.02536488
195811,0.00180153,0.01972180,-0.01081046,0.03009133
195812,0.00210210,-0.01947036,0.00063776,0.05156097
195901,0.00210210,0.02976215,0.02897035,0.00684352
195902,0.00190171,0.01456826,0.01170678,0.00966351
195903,0.00210210,0.01454099,-0.00336552,0.00286708
195904,0.00220231,-0.00666723,-0.01243014,0.03633261
195905,0.00210210,-0.02095453,0.01824542,0.01734159
195906,0.00220231,0.00668236,0.01335553,-0.00274506
195907,0.00220231,-0.00368544,0.00286126,0.03146460
195908,0.00210210,-0.00782910,0.00456519,-0.01401475
195909,0.00210210,-0.00135335,0.00562476,-0.04795941
195910,0.00220231,0.01502839,-0.02025724,0.01268681
195911,0.00190171,0.01209871,-0.03103224,0.01600684
195912,0.00440925,-0.00625394,-0.00024781,0.02466016
196001,0.00400761,0.02205830,0.02883244,-0.06950108
196002,0.00200190,0.00605460,-0.01958085,0.01173622
196003,0.00461013,-0.00545609,-0.02798002,-0.01623368
196004,0.00200190,0.00185473,-0.02180444,-0.01704666
196005,0.00210210,0.01279515,-0.03581778,0.03095487
196006,0.00220231,-0.00311383,-0.00261397,0.02078976
196007,0.00200190,-0.00552389,0.02143721,-0.02351439
196008,0.00230253,0.00825739,-0.00154866,0.03003744
196009,0.00210210,-0.01177499,0.01786884,-0.06000821
196010,0.00210210,-0.04104001,0.02922941,-0.00700441
196011,0.00200190,0.00372157,-0.02283717,0.04715359
196012,0.00210210,-0.01507124,-0.00774961,0.04716961
196101,0.00210210,0.00634872,0.03414844,0.06179811
196102,0.00190171,0.03772188,-0.00534846,0.03576566
196103,0.00220231,0.03161351,-0.00748761,0.02892941
196104,0.00200190,0.00064098,0.02147305,0.00288907
196105,0.00210210,0.01919826,0.00383005,0.02398591
196106,0.00220231,-0.02573862,-0.00085447,-0.03078094
196107,0.00200190,-0.01906051,-0.00065357,0.02840054
196108,0.00230253,-0.01688482,-0.00295549,0.02604734
196109,0.00200190,-0.01088500,-0.00644889,-0.02136505
196110,0.00220231,-0.01541062,0.00154999,0.02549620
196111,0.00200190,0.01224636,-0.01189830,0.04479681
196112,0.00200190,-0.00860982,0.01758320,-0.00164292
196201,0.00220231,0.01778237,0.05269213,-0.03861969
196202,0.00190171,-0.01137518,0.00830091,0.01793513
196203,0.00220231,0.00647633,-0.01571277,-0.00700926
196204,0.00200190,-0.00908944,0.00166803,-0.06577065
196205,0.00220231,-0.03550491,0.02754086,-0.08649924
196206,0.00210210,-0.00662838,0.02572568,-0.08505751
196207,0.00210210,0.01470139,-0.03199498,0.06267341
196208,0.00230253,0.01202179,-0.01114207,0.02135713
196209,0.00190171,-0.02530699,0.01351635,-0.05225073
196210,0.00230253,-0.03938111,0.01205988,-0.00056913
196211,0.00200190,0.02277608,0.00754996,0.10866558
196212,0.00200190,-0.03706971,0.00344782,0.01019184
196301,0.00220231,0.02854783,0.02086442,0.04924657
196302,0.00190171,0.00478436,0.02197743,-0.02369236
196303,0.00210210,-0.02482628,0.02066970,0.03070868
196304,0.00210210,-0.01235324,0.00940188,0.04505461
196305,0.00220231,0.01039957,0.02503008,0.01732761
196306,0.00200190,-0.00312201,0.00687661,-0.02001392
196307,0.00220231,-0.00591063,-0.00830503,-0.00402702
196308,0.00220231,-0.00920118,0.01648957,0.05059187
196309,0.00200190,-0.00256236,0.00006674,-0.01582718
196310,0.00230253,-0.00596372,-0.00032378,0.02510204
196311,0.00360613,-0.01230541,0.01808760,-0.00847444
196312,0.00210210,-0.01939447,-0.00214020,0.01835347
196401,0.00220231,-0.00206675,0.01629976,0.02226564
196402,0.00190171,0.00098749,0.02769388,0.01568789
196403,0.00210210,0.00929745,0.03252239,0.01415058
196404,0.00220231,-0.01355387,-0.00542675,0.00117926
196405,0.00200190,-0.00820428,0.01800542,0.01440726
196406,0.00220231,-0.00241709,0.00646721,0.01269349
196407,0.00220231,0.00167973,0.00748927,0.01726003
196408,0.00210210,0.00006669,0.00075904,-0.01438101
196409,0.00210210,-0.00630206,0.01688096,0.02688576
196410,0.00220231,0.00487936,0.01070601,0.00592994
196411,0.00380685,0.00629270,-0.02026984,-0.00029813
196412,0.00220231,-0.00221393,-0.02376261,0.00053337
196501,0.00200190,0.02505267,0.00418125,0.03523440
196502,0.00380685,0.03308526,0.00225980,0.00454093
196503,0.00461013,0.01813571,0.01142554,-0.01327405
196504,0.00210210,0.01103689,0.00706822,0.03100198
196505,0.00400761,0.00026093,-0.01561065,-0.00761737
196506,0.00440925,-0.04220986,0.00266580,-0.05460989
196507,0.00210210,0.00818538,0.02145092,0.01445675
196508,0.00220231,0.02782873,-0.00939572,0.02721017
196509,0.00210210,0.00639562,-0.00096363,0.02867068
196510,0.00210210,0.02462134,0.01484992,0.02593963
196511,0.00400761,0.04683716,0.00125929,-0.00015920
196512,0.00440925,0.02027994,0.02109706,0.01009986
196601,0.00420841,0.03936862,0.03181561,0.00716032
196602,0.00380685,0.04479798,0.00414928,-0.01217804
196603,0.00461013,0.00915021,-0.02129772,-0.02479168
196604,0.00400761,0.03559292,-0.00151518,0.02115892
196605,0.00420841,-0.04759158,-0.01702444,-0.05648133
196606,0.00440925,0.01065766,0.00544900,-0.01426164
196607,0.00400761,-0.00355358,0.00919863,-0.01615244
196608,0.00461013,-0.03465805,0.00481287,-0.07900488
196609,0.00420841,-0.01030898,0.00455185,-0.01039486
196610,0.00420841,-0.06300280,0.02702744,0.03852847
196611,0.00400761,0.04073871,-0.04457269,0.01402427
196612,0.00420841,0.01951445,-0.00947329,0.00143512
196701,0.00420841,0.07528209,0.02234253,0.08137849
196702,0.00380685,0.03346153,-0.02200896,0.00792801
196703,0.00440925,0.01384224,0.00433036,0.03996260
196704,0.00400761,0.00495079,-0.02214355,0.03883981
196705,0.00440925,0.02156403,0.00867168,-0.04335402
196706,0.00220231,0.05764465,0.00800314,0.02393813
